,PB,RU,CU,FU,AP,PP,SF,SP,ZN,J,SN,SR,TF,JD,TS,CF,A,M,RM,Y,T,HC,EG,JM,AL,AG,L,FG,V,CY,ZC,CJ,IF,TA,SA,NR,SM,I,UR,OI,CS,P,B,LU,AU,NI,RR,SS,SC,EB,IC,MA,RB,C,PG,BU,IH
V,14.230629321822718,32.68536447741007,19.178248468163076,19.511437317908438,14.766516823734015,14.637936108039932,21.042653724423904,13.184309364018754,20.465171736746807,24.012941571814885,14.873164869101036,20.555136269436836,33.395565145435086,16.41843609994155,34.42576948526709,18.794748120716307,17.880936771923775,20.353903516012238,16.40551552665119,18.961758331188207,29.86369421189731,17.876459279045655,13.931981777182882,19.403874462681525,16.617121752735063,17.618101254543063,19.336401069229908,16.121162174410962,0.0,14.16216769475616,15.650093862672968,12.937610398359356,21.52275586850381,22.607491826462788,15.027098984212866,15.319873657267328,19.612280372996217,24.80835733900877,13.922978423800748,18.586101728207403,14.685329843131855,18.667272080559894,25.814346536878215,16.316291806893517,18.696083493566142,18.877583024834166,15.931581545885845,13.577987350811034,18.659608377778447,14.544885562145186,17.30829556687517,17.808241156086968,18.592105013301477,17.335999760064176,20.704137722650266,24.08924084197984,15.176076631433546
CY,12.616749896838513,33.15263370827175,18.507798369918522,10.05633143814665,8.069749925995515,10.052100524574469,14.401978419503486,5.627676123695671,20.24382327286633,19.804798727468885,8.90522041848836,17.184731527327752,10.493547938579725,11.212823303466354,9.085122239163649,16.927156847571045,16.303121609505613,17.54381292656023,12.810488074449498,17.072737103744515,9.94658474139065,12.559212507571004,6.495641916710258,17.286609202881245,17.42121521051465,12.72942703032719,18.638318490706734,14.191609100335002,14.161985413262066,0.0,11.98253045979892,5.331245624896709,18.5566003941235,19.99793809087277,5.744785510379785,6.454335592909592,11.614936270761012,21.03689514674852,5.264146390101994,15.827540460784828,7.930382085580679,18.45853785133398,24.42667931794273,6.77361746543705,13.38044689443739,13.332751778500604,4.523891766372618,4.88422528191455,10.104181516689668,6.465638667651299,15.311883707820368,16.486314172091753,17.566964605297926,14.023267428830543,8.679387928437551,19.464123415045893,12.224262607557906
ZC,14.700563561286707,30.758904007289967,20.961932943156455,16.31225525347062,10.902546371167498,12.454190062114677,14.388557579200812,10.183716825291889,21.641683254931973,21.370720507617037,11.665641021566787,20.221062381950393,27.531857615206867,13.48917303282152,26.950580212068886,19.51095674646649,19.460814710282463,19.747781560104123,13.962931239280099,17.49572747001178,21.382144970929843,12.738717974506473,10.1751771923466,17.475321614542572,17.734291548423723,15.126154395287115,19.62248949379384,13.555238088177099,15.500095527185652,11.918354637996218,0.0,11.229761577674825,20.29400225507464,21.125612411290284,10.33615441254823,11.684890150556436,13.477090801399525,19.41817728918786,10.299233527835016,19.341096563490744,11.351498551785314,19.76138446013283,29.975721831275592,11.883744505831794,16.84025959539357,14.92417227289984,12.128265484154642,10.57218693701361,13.144710783432675,10.631095295173175,20.065034431436896,16.815942770907323,15.963469575787133,17.099674968755092,15.346379871644366,18.92137418417978,15.170232583839182
CJ,11.882930760496542,31.801438002685508,18.98229117586828,7.796944448013824,6.379818454220126,9.174562691444068,13.43765326311023,3.874640855748297,17.880042119015407,19.344053116925128,7.218822265468177,16.927394005962157,11.693403095886188,10.29596346754197,9.792035056275262,17.69335908459898,18.29008269465885,17.323929388464126,11.584681469379055,17.598012371670013,9.550075143294537,12.506763105007542,4.852941455769896,16.48204479624089,15.873096679229231,11.874173922955315,17.972817602283367,12.45651225162941,12.863732653643993,5.35219044192816,11.287945435858763,0.0,16.425368845896262,19.55555592153411,4.25378856780909,4.719058785089248,13.197019153530666,18.405429904433216,3.3364703227340398,16.17329403695242,6.688840373139738,16.929586963340682,25.00299376936231,4.184923336347417,12.991620218766952,10.397695242346812,4.18848525093906,3.6670046642042413,7.644945021059371,4.786598244900267,11.082445333936727,16.406905439045364,16.105362030515426,13.787641392335972,5.030075089530816,17.576264084895882,8.737013516083216
IF,19.837484112972334,35.09716014230372,22.91019628501653,20.79613419024452,18.65598030931734,17.183754138079482,20.66724275146924,17.26877248458496,22.66065498848698,24.905670382601514,15.966921218001234,22.655258615010002,36.15796043151929,19.635257150600633,41.94759643618236,23.02337491327091,24.391109870468586,22.297865896454763,16.86469664832574,22.595750964585434,31.86135651899722,19.56368500221982,17.014241023034565,22.061773062314785,22.15070277119576,19.825486256022455,23.92109962626186,19.576404914716335,21.407040063823274,18.41104236189216,20.450959504714593,16.366261511387048,0.0,23.58365541297761,19.161663424192316,18.364636475413107,21.6984520116436,24.47318557283004,17.898458264378913,21.958580312463297,18.489144853226584,25.77336185045415,31.637660525837862,20.36648009460014,25.21945506789755,23.116297820493294,20.28830199968131,17.622026909850582,18.8181605160852,18.43230424915424,20.40437555083779,22.168427205161283,22.180393071443333,26.60823721531661,22.411690489502934,25.369169808394446,18.239958061333642
TA,23.063375522724723,34.68663358554838,24.150823080849655,23.708076946438567,18.611702127994118,19.383673732904104,24.085330542557905,19.447093529844338,23.501920523594976,26.671779763110568,18.51657890939639,23.400267022330183,39.080908879879495,19.516405692107135,48.0500477427818,23.988643865525706,23.34503627014385,23.30860065804227,19.473996944067125,21.953383673482662,34.01388436586513,23.99981381862798,19.051371763701564,26.4280940169718,23.594849562120373,20.962872684570673,20.88083408786096,20.770179619345967,22.77804985875253,19.994972929540747,21.113810784983016,19.593244498157222,24.10216847805392,0.0,20.382381122823826,20.576574556798274,21.554279719468607,29.59928941998995,19.326878997257996,22.8123126815511,19.318799897080503,21.298442912610124,30.692685467968264,23.388837069363902,26.384596444139195,21.958045511305144,22.44116839840129,19.27621423707089,23.967014334998623,21.39826064828058,27.100022244525256,24.066719304086096,24.850632613749358,25.619536303747342,26.32334582082873,30.37004061484652,22.761830326743734
SA,12.843533284929455,29.54214870390146,20.121865678385923,6.143718178099081,5.899909855050502,9.751902861590368,13.603803623997312,3.6623036068642474,21.538440763381058,18.02889665535419,8.654127638994279,19.17944121124268,11.414706245618264,10.504041007247976,9.779168445014816,18.66607565814715,17.84640702590196,19.135129585710057,11.813211175763827,17.08279303836432,9.730982181961734,11.585425902621955,3.5000719000293796,14.459647088660288,16.806272409773708,12.162891896341124,19.25149413162739,12.27031921200375,14.84272134972565,5.694273546862712,10.341722752772448,4.26870142228515,19.215451157917514,20.36645392545259,0.0,2.8522203732783185,12.398248511638755,15.153987543254397,2.9823018734170765,17.032604748365248,7.853685459714087,17.41247015873859,25.573996132821758,2.6276156617195734,14.350273453919336,10.780632408048508,4.600142002113241,3.124619385123825,5.79562843548222,3.0686547738422107,13.43944937038648,14.260088773084188,16.13701910412557,15.440299076940756,3.1676872035032577,14.44672009300035,11.667160321996874
NR,13.899712502641313,29.65993354987655,21.533776799991273,5.478358656451614,5.80632124746185,10.019151662437544,14.581632675629612,3.961257224595687,21.706701341419173,17.993027218285057,8.696649712441541,20.153263718547965,20.757321569901983,10.904680194129881,11.684434594801013,22.187562473620197,19.051097852557042,19.936183132889624,12.799182081805693,17.906079912711274,16.425289953777597,10.100857543210319,4.609050174127116,14.366657941290345,21.32193338032504,13.04220027716725,20.32023698064206,12.930303067748877,15.538588236906662,6.387313389277086,11.66626004669829,4.706047619584244,18.453067994259477,20.5803315997032,2.6487586407688886,0.0,12.270027380371255,15.187547994881005,3.2370471717623235,18.09969114390838,8.683275429463208,18.367475843469276,29.205246123684322,2.384742834749967,18.72698278417929,10.048312128676333,4.445646853958204,3.2097176328701584,6.082534857776021,3.377194995269879,13.14214714981461,14.062472987696983,15.489853230431741,19.88053411534042,3.573141533026623,14.929679856181691,10.953644929924137
SM,16.896202385135155,31.665876895333806,22.782795430171152,15.134171951785596,12.252615658595612,13.456535048975395,13.709609751320944,13.186699203766452,28.83878270083482,21.521651889716,12.445785601366916,22.594945306049695,28.10771745533453,16.25808951238695,26.002169086978142,23.79116376932721,24.67326845792085,25.146424476007557,15.6727712583401,20.87068183134909,25.053780346112717,15.26164943094467,11.907844194341902,18.67423489546436,24.517092919323005,16.511653293327377,19.699871404359037,15.203413143794192,20.408940657501827,11.727285350704179,13.477049021877127,13.233650684830486,21.38757133875412,21.960869211737744,12.457219811390843,12.201248384076475,0.0,21.111878429489003,12.07514112771028,23.251370329161738,13.914384972489062,20.341489503884667,29.714937795452038,13.979784266404586,23.44214535838782,15.093445821149148,13.063440711920324,11.175037838638588,15.951633015563088,12.386095916463788,20.73229724401824,17.60893658127857,20.83177546658935,23.005755622455474,17.487038057975887,17.08179386412094,18.048419630654
I,23.185260035645673,32.722552752331545,34.549524728672864,15.046005952464634,17.782348487335664,19.180309122786547,21.652836369870545,20.10512623343124,29.071367221292697,20.982318905076635,18.342011466568557,36.54440480010554,51.17051794481243,21.916710416018393,50.344650442282244,30.51766338888195,30.279898399268898,29.683689534392826,21.335613027895526,33.754766078987124,44.732068232496445,18.146210793460646,15.779617758953352,18.42538144193153,29.995459494691907,24.277267777208777,28.397795137105124,20.072333745703062,24.85682117178781,21.07429029450624,19.15159008860957,18.094249799509846,24.492627792265363,30.63709382595343,15.323573379107856,15.134546189646866,21.061914711706912,0.0,16.241259535919017,31.250586652639303,24.530842889526333,26.781415541726084,38.66463253690918,15.320543481365425,35.671639823209155,19.015848339548924,20.739342012754232,16.552080998257427,16.35947344279825,15.192483048200318,24.356491654607478,20.214703587516407,23.76541828695769,32.889458862510885,16.205750767113447,19.987500223059026,21.77804401469055
UR,11.636522957613588,29.783524449910868,19.74124448063213,6.709087102247648,6.651785710780529,8.92353143099081,13.266597903070625,3.572686270388632,18.975987566813366,18.332544535583658,7.804538647261626,18.487596471147352,10.641549913368879,10.272998545724109,8.769967038980504,16.960997701995066,16.63412487142702,17.68835010715911,10.873599860989819,16.6611836370211,8.6819566695853,11.022053099719809,4.115116760544884,15.388532015827938,15.163814986095037,12.850344704091574,18.034883144866825,12.034759122110144,13.689634667527475,4.700291458457154,10.37969490537848,3.2780147498593246,18.203072505800833,19.27459970102764,2.935478703894565,3.1322730519747517,12.074789042762392,16.25070458669019,0.0,15.611718504301306,7.515215853262382,17.307711194121822,23.966238097477188,3.318070245626443,12.088763274583378,10.434946908443276,3.6745037328727737,2.5248316095174146,7.159896800902668,3.873356771496817,12.490703921805196,14.010762270870526,15.3919387443747,13.025409461736704,4.486988776225629,15.131112849957685,9.681325541088166
OI,18.573026297694987,36.775050733367394,21.251887379415294,21.88885480073646,17.61002928492906,16.908346739637366,20.799225887527538,15.78143774229999,24.021307225444982,28.135787265313063,15.215705077861832,19.947942501269857,32.08848890617301,19.257050876121777,34.223273811884575,19.502513491499965,16.83316212073546,18.646063454657448,19.807644798787575,15.05377320989709,27.849219931544912,24.20756374403026,18.131781124870685,26.891303005733665,19.60047632117491,20.402741038500768,21.37819245907035,20.207802564121916,18.728650960349434,15.885876252056303,19.13974154820635,16.186905554396425,21.811757915559625,22.814332308961664,17.042633356602668,18.127390116385527,22.87231262722826,33.77075563704927,15.712990795268809,0.0,14.787943245105618,20.103181086256452,28.754712814949205,19.3946414562683,19.220307171877852,22.261017136749008,18.317950996097697,16.751048339716945,24.309792108921265,18.212349676349817,23.599326257468366,25.977204186495307,21.45715670069557,18.911296633439445,22.919121486902217,29.286935946640213,17.759204581279032
CS,14.235497883680942,32.42638054444873,17.589977567094092,12.840848870694137,9.399688806234028,9.937433938033557,13.41020951306157,6.922542621051744,18.33417926674919,21.529774817535067,8.266412438171564,16.202165517367604,16.376542538806927,12.032608313799901,16.582649075623607,17.56958148548531,15.455671797386946,16.7979462938847,11.85279004336383,15.304010030592604,13.796559498459946,13.412884631876683,9.495430124294474,17.731482237295594,14.899541620969314,12.20786006817628,18.796225147594818,13.309049284523933,14.637542817527812,7.96044321064544,11.099842930458365,6.705421417461024,18.42294039439954,19.32844536736179,7.824715035854765,8.767753619066983,13.873422922970864,23.64933585735981,7.58008326535515,15.242214963468175,0.0,20.065852678571094,22.97526123232594,8.195065080042834,13.479488210591056,12.869830524257532,6.8039236913739005,7.473290455197218,10.8955501476115,10.120187872050016,17.370079637936264,17.98025006538159,18.43397314304643,13.747966255054452,11.47520367408341,19.827868181061884,11.913458981124643
P,19.194447770185224,37.55099717986013,22.693257084089968,20.366038986011567,16.36478383948751,18.394550785819895,21.681716776990797,17.114773545493886,22.73731754718782,26.487941455080826,17.309274265118145,24.133023304207654,39.25183867969202,18.301776486873962,44.48452888196164,24.760477406459483,20.645993317440126,21.01288967259876,18.544320700241787,19.068496529256077,33.22868820306948,19.880844108747826,18.778816495194437,24.38220106614928,21.45712216007235,19.610331743664165,20.210178690804092,19.513118750451383,18.862280892727846,18.523946887355923,19.808486518824314,16.992260486538793,25.4603738254227,21.231519151062027,17.539404517517763,18.41159655400963,20.44181023521201,28.067969407267668,17.26274655396908,19.39613918356261,19.948180450745195,0.0,31.15484862868624,18.838444020336297,24.28806886253862,21.160950102893388,21.171133183700555,17.0878819571675,21.29831143468782,18.77068904309457,20.1809116146695,22.057495625849704,21.374090894386953,23.609437295457084,21.092740381592133,27.42067523093142,19.12720811138572
B,26.575261578360696,49.139398327118315,30.501411824428367,33.00819296594657,25.82009982959725,25.556083443459393,28.379439956692615,23.22289015437121,31.79141556736603,34.965548007921235,23.83116316684826,29.796470251222644,34.38984018635082,31.03399668873037,38.54849943310986,27.968016392685232,27.46646848817755,29.282406190403933,30.885562560402203,28.6022959829121,34.04423965149912,33.47072789196605,26.500821521142157,34.25952388019326,27.68483703403357,25.481392413165864,34.76446820463526,30.286879012738193,26.041473976963072,24.571671583008953,29.223671316592853,24.936172272342265,31.724191131981133,31.38867596472541,25.899817909233445,29.18443202976948,29.920641172534033,38.62199801840967,23.83661691212154,28.611760707785525,23.341026951942492,30.89799874169718,0.0,29.240731845403236,27.989974920155234,32.87919871536116,25.08303405050414,24.552420215260597,38.86419521100854,26.717868819087847,33.39494203620315,31.332312680979292,31.82316177888286,25.98291099513443,37.8120717399598,34.846385715666024,28.503410239481887
LU,14.237268170138035,30.715040110578524,22.48922873672761,5.231296486135862,6.111370070649721,10.605219775890099,15.043295702368374,3.4659939762249645,21.369043800889585,18.632997797360886,8.9180208377792,21.957207779610393,14.246939640987708,11.755600157077568,9.45383553727475,21.508554134315403,19.800033576421068,20.779347774532496,13.090078105778842,20.558812621518598,11.317054864052306,12.305879852189987,4.316738435954787,14.72647486397515,21.01929189066127,13.940562366020636,20.665113473666526,13.458133044044327,16.286537100053042,6.754309331182767,11.911256854446705,4.192644006196909,20.009971422978943,23.386361391430093,2.5798376009987107,2.4094760000927082,14.026080928812918,15.91397465050589,3.312354227661855,19.117899907821585,8.02618602394258,18.696853422400757,29.16506799060182,0.0,15.542706437969297,10.943501802502462,4.090629070223816,3.1776943906806885,5.5980295722655,3.288507801586199,14.06931863382847,16.030621590087883,19.043643422026445,16.181401794495287,2.4182517364235565,14.369196797554563,10.929931379965154
AU,16.14277443946184,49.097129217638965,23.06397847715623,22.191439597422093,16.337838867107152,16.2777255821757,23.378559608383217,11.569523301925466,26.126159518461485,33.578572536730476,14.739175128157418,19.611746167544524,15.366834344432846,19.539299605065313,18.306898371102086,18.534099824776117,19.36999724211926,20.64049595184305,18.57265187606613,21.439613264552648,13.910380048524598,21.321997247460832,16.06140190919893,28.777270721774617,17.618251438003124,20.855105427378515,25.966456580357626,19.452549302262838,18.17336271551491,13.389090119794334,16.87686023384847,12.965311328823557,26.599691457633515,27.027392379148633,14.406346592113094,18.57639993231414,22.86776184270808,36.45751878805308,12.061625552953393,19.15743583827622,13.2180858739607,23.614004212287146,27.909947143399528,15.572598546630392,0.0,25.712246263828842,10.210767776722106,14.126486967512552,29.246436401167472,15.888200781760412,23.764110034604094,25.623079205146066,21.370007090428416,14.28948718304435,26.923496695019608,26.15765932425463,18.41644723014212
NI,19.16193390378654,29.17957271575489,25.448498262461015,11.609321084992036,9.613672676015302,12.242952466920558,16.06050138548697,11.559405728388887,21.463730395241324,21.232091657206844,11.439613722729339,26.625152917694802,33.021921003756056,13.176450827932987,30.24627382508022,27.906878548502032,23.551940205188835,24.17556892998133,15.106595656462698,21.576697950733056,29.21514878632173,14.686079752181207,9.804641341215529,18.501521759377134,24.078652618079534,17.346980711692886,20.680780959604014,16.053386386875122,19.84097001839522,13.531966215937535,15.067291031916676,10.457817824824225,23.08614212621135,22.048525187040557,10.861764601553332,10.053955265140516,15.148622120925847,19.079719890942254,10.619824759037366,22.24392992199376,12.854358629233655,21.542495066093615,32.03822965581763,10.948476324533228,25.332466135303562,0.0,13.228341332260802,10.380768816256275,11.761043952469798,11.232377706912086,15.646033721465926,16.00834754998944,20.635530196533942,24.484824022209928,11.89220311360585,16.674675110817688,14.839548208508983
RR,12.852462561077225,35.09100179160648,19.78175226945283,8.887753903795641,7.495586429288389,10.475300105441542,15.542611668052233,4.659052727707969,22.2594681110637,22.217202938657653,9.151201719647307,18.34138419849996,3.458145690958584,12.389594362119658,2.8728684747587674,18.542795147924306,18.257149009617116,18.96577251444442,13.605454766674594,18.528908271028698,2.938465077570007,13.286026524568458,6.083025044429105,18.62525184374516,16.50781437464794,14.130426517193873,21.824932272153095,15.051439445893132,15.943357147322862,4.5283430181507125,12.081142169107448,4.130687195130558,20.328189985082027,22.326688180753248,4.795196687509216,4.439831260204762,13.029204647790332,20.754729861020557,3.5401720881844323,18.312370625885304,6.806214931185832,21.190217322587646,25.054100124368762,4.232279479656384,10.20865553478377,13.217054178104783,0.0,3.1674267107510596,10.089567982554357,5.603407892857974,15.664547827720286,17.434666619259747,18.089522266943685,11.827086297387938,5.652937324030688,18.094305303559388,12.213370154899977
SS,11.556723139472103,29.037113864039945,20.40938873625092,6.737206952931162,5.598000586371533,8.826208875792881,13.50440463687876,3.556101475534286,19.446372035054246,18.742618261430906,7.851181623098406,18.703748964719974,10.248420477596362,9.806594058208121,8.755076741174037,18.20625530139004,16.78635554806353,17.59013726990983,11.008892160447985,17.202167974556804,8.437944544583384,10.391547089345062,3.966335124552728,15.297067976378361,16.355099567812683,12.430049512533097,18.87937255279365,11.298412576338203,13.575523163360026,4.885552903978799,10.751911550035896,3.647510456911883,17.35798536170726,19.240551241306996,3.2135270552614146,3.216043064584521,11.196492049264682,15.781121418038959,2.493554414911747,16.819364400150594,7.378393742437127,17.1309560047469,24.461274643244572,3.4871001408190305,14.181423322226365,10.32512039276389,3.152239894439712,0.0,7.154424562387892,3.9613029847415,11.662330327890306,13.251560880912155,15.170505250347968,13.677519706347162,4.437910924073002,15.539930508415347,9.254875551050201
SC,18.029274712779262,29.232051374874956,24.033685933455725,6.158278689125342,8.016743788781705,11.384877256444941,14.043272069935005,7.827815701686551,22.611274624291514,21.193709631097242,11.08305896291483,26.226301165393934,29.443719017098935,13.59133499806943,20.73395622945243,25.610509402939144,26.069954666730816,22.320783952701447,14.246848293122076,22.85481041575719,23.50238279492009,13.787576316565628,7.148453102961026,15.81532291441473,28.27140604560614,18.221204626122283,23.018333219785834,14.940482276219655,18.668798718204187,10.796190862955553,13.067202914635981,7.672438359766007,18.6832088274506,23.963331935277374,5.879983550375499,6.014493767012415,16.093248099865477,16.453374694769582,6.963520448952287,24.336678127152403,11.05504934787518,21.269638048293753,38.71395111486843,5.602285252432943,27.654784541051658,11.302140886313037,9.742538299498154,6.865548025759116,0.0,6.712420923612984,14.012290862981544,16.647947968874806,20.36889074909093,28.8998725286904,6.582220086439163,14.917667518427548,13.201254611810896
EB,12.983118361193132,31.49114770245117,22.250220499004527,6.522500919130647,6.8171522013219805,10.050153358615296,13.376877755142667,4.682085779584593,20.896669047364533,18.13360175029187,8.999667102903402,21.46727150543713,15.150828383244896,11.769966884119915,12.697594093241722,19.166747034130942,18.817537191835452,19.937005802170628,12.419964274409615,18.672746117036056,13.073334396877762,11.505486023312363,3.898713420275677,14.15925837267019,18.874584194425704,12.779597241120571,19.148986453593103,12.94728740957003,14.546672444430472,6.467846731160508,10.640360619312746,4.700591545764228,18.456787285899495,21.418204577996136,3.034964679375301,3.5867575960964513,12.362014685457712,15.379316528334371,3.6747692338508804,18.223219485582522,10.012457460225999,18.773307682857848,26.79130036491745,3.287472256123563,15.809968451066762,11.273268666036328,5.811220710305979,4.039778025304651,6.799519089268213,0.0,13.445409938148511,15.711054814002592,16.31896914123935,15.334615206688722,4.406723546119979,15.399489972575175,12.256512423975943
IC,16.528433502755117,31.49362168349749,24.2516311729006,14.131211778170439,12.258362829650473,17.499981395717032,21.77258389930633,13.228562639783066,21.45571177106978,27.129559372878365,14.693211507163232,25.638761040443086,32.22545584134703,17.17749305116594,30.615639770838794,26.22630837461559,27.417183603039263,26.433624936304533,16.129845117754787,27.154441158276843,29.59488434644296,19.718719149163192,13.645607772221995,22.202564072110647,22.83265527702002,21.762095757526144,25.73164001672971,17.719410162705667,17.33614873752418,14.745503514682795,19.63707348555706,11.065435510293629,20.83863133044366,26.82585977326025,13.718790303833197,13.20525282742444,20.77238057326196,24.353177292705467,12.431420475259445,23.674599880559825,17.381727686284442,20.512326230000678,33.33962954190059,14.241587454722424,23.76830343056518,15.535907801502391,15.719675261014334,11.716200832594472,13.753031993379372,13.594677931156012,0.0,20.553417657227946,21.350895952568216,22.150035082275657,13.222649737296358,25.216716660019856,10.294395475978884
MA,18.534961217703625,30.39741245583183,26.215768723441407,16.231993601856885,14.90529416915645,15.10500919183425,19.482488558156383,15.806131458535152,24.99240217794684,21.56884224598027,16.090430318625856,24.98726719413583,38.9545668023953,17.56123083307172,40.44905589865486,22.628592217623257,22.717375529722695,25.255330417519783,18.15545345112365,23.56277723125945,32.715628816188186,17.084735673136827,14.019343609733216,21.27026038619264,23.49357302562989,20.361346042812364,23.722988539009656,16.88026331108834,17.635991514166054,16.40870889496968,16.74742808067063,15.934748712530153,22.014567789505673,24.044986086991106,14.212062165823129,14.144791990772486,17.425718584256494,20.474729451499048,13.884528802832744,24.70414817595743,17.89292447041409,21.56180291043846,31.158424962242673,16.032762449896502,25.6439422625192,15.975317570554918,17.467371765745263,13.267381425200227,16.6477539376882,15.753222268994312,20.57867783353567,0.0,20.590304306502663,24.58426320654125,17.255817235477174,19.03413183511712,20.405863383135863
RB,17.643832336826787,32.858115498120156,24.465400819404774,19.69764574642336,17.58702813092987,17.602474885116248,22.76699974054919,15.312589285248174,23.424899901073307,21.46153889044552,17.971463851489897,24.159974434677903,39.758357714381475,18.273318447297108,42.165169570688256,22.664460472048756,21.11160553493446,21.442545026403785,17.451933768049575,23.41619080857103,34.63377562580132,11.438861059057626,15.651945530572764,19.754790385250523,20.742953760642518,20.055520090838723,23.767137002090116,16.950279428969672,18.50557617579753,17.427871554597,16.087050264762215,16.2312405751303,21.908746112289226,24.912500236258992,16.1329585116496,15.46388738941203,19.64626129521498,23.475096215353357,15.319158850668341,22.42958767717298,18.480776084835824,21.52822701831476,31.766755688917705,19.134373089929607,21.48768149678074,20.47985791351928,18.13474748982249,15.076066379068573,20.335689928217207,16.32498786645546,21.318199695104166,20.165981468419705,0.0,22.157217682904232,20.18163013346501,23.209937576028352,18.78707865647564
C,17.02669842864759,45.12361870553578,20.992640805927607,24.03396791738818,18.0730684959429,16.915742805618923,24.402837174038158,12.757831948538584,23.62311709204671,35.07642363864435,15.83237543685823,20.542801526097403,19.141263470140633,18.98938237048147,21.061093593679107,18.125217886124005,18.304431934778183,19.994594049030976,19.848383073624593,20.15336274174114,15.963734507511907,20.841761033838193,16.648914446731123,24.49323764403268,16.472817331551052,18.66388626459988,24.67787111524975,21.992853798847587,17.23688443746589,13.881524100907415,17.020288642415434,13.430233364092594,25.47198732756954,25.839575148681043,15.450292236345003,19.722953611623197,22.777391426250297,33.163341760192544,13.019311991237386,20.082567992570343,13.537407529393574,23.884746936316372,25.5830584152987,16.19183596065668,14.2132888950575,24.71033115418656,11.825742151323608,13.677099300863063,29.82299634397493,15.211815281167924,21.6448466503439,24.36166596681785,21.975596046791456,0.0,28.447643951738787,27.602438763638812,15.935596327304618
PG,19.022703372670268,31.026020332505727,26.008015999479692,5.842890001541852,7.566001599946957,12.536496779453378,17.746850742956354,4.900495303672724,25.762515766530644,20.768174193110916,11.330447160727033,23.72976991525282,27.428072418066982,13.2901136754814,13.980152348240624,30.25121836301192,25.68760870077336,24.947048594595675,14.605532841247783,24.338802101494878,21.744341401255543,13.93588183412824,5.837852040944175,16.48186875669699,28.37540473858545,16.796461373907054,23.232368662872105,15.46686351548472,20.730109962529674,8.750110312143454,15.333787562879765,4.867964405897452,22.346589421309464,26.226159129437317,3.395931097747409,3.551288328761296,17.533334806785675,16.148430761313307,4.419932154362331,22.565795921918685,11.667271423499978,20.872517422882055,37.811799644650826,2.4356014439241047,26.73223173114103,11.674891057291836,5.487428366010899,4.436610217193792,6.596867152070724,4.255538771652126,13.256829757775972,17.473383958701273,20.19699009913869,28.522326845821425,0.0,16.59461307896168,11.239871978634117
BU,21.711822427987585,30.75752650267464,31.0155089589514,14.156257997306536,14.765009839686195,17.43785616196108,20.236408497446117,17.569903274672065,30.35822267847146,22.174463341338036,18.1145966531718,31.076913202550745,40.9383421429293,19.593355131105266,40.89843063266856,25.822234239242174,26.877039423299514,29.382850120700844,19.634334106419914,27.82829122822054,34.1468650092214,17.18631264890115,14.43257029121641,20.4070707177813,26.42441862702317,22.924238194730396,25.21478647498918,19.63937754388548,24.044607384230442,18.850559447035987,19.222848053811294,17.157979246383952,25.915641596492115,30.38084831036429,14.470388034478589,14.891466650208358,16.61315593008423,19.681004566058984,15.130201216564778,28.353730640210976,19.39052155281403,26.85686856007739,34.83341853295368,15.56233197031856,26.38557425991125,17.23112000824291,17.969138975342595,15.938852458976738,14.9292217105069,15.288370419340847,25.574684761307775,18.94965309725451,21.995681249845042,27.88607091492385,16.753400659905445,0.0,21.548150796103403
IH,14.279724481894899,31.548147040352493,19.664648417049865,12.075248498765646,11.263852385408411,13.871446880835531,18.921522978885708,9.954326060000529,18.758400973503793,23.787241011155995,10.9589507732777,18.512025740217698,24.345107333021392,15.373865258058693,23.439813526886784,21.44743346067263,21.644765576614997,20.70122021101927,14.668464088827225,21.12635424854615,22.079291745045644,16.96442943310246,10.255075437861903,21.00946921121968,18.0662018049783,15.852859335099168,20.79111874268035,15.868090441315092,15.197406764358249,11.514704194317366,14.789901999637923,8.732374653443806,18.175396125350364,22.859015616993833,11.586724307883948,10.963556489765468,18.072452333356093,22.09018604429812,9.726352676806085,17.788951380380215,11.895085263237004,19.650801359077416,28.41799141669272,11.523062012621594,18.35693566615258,15.728457444653031,12.049531153515634,9.195631005370666,13.314553007261189,12.216941888169933,10.131044669979273,20.134147554268445,19.52135544414702,16.03012928260709,11.367529354969232,21.193275341712877,0.0
